delivery_partner_key,delivery_partner_id,partner_name,city_key,vehicle_type,joined_date,rating
1913,DP-03ac0da8-49b6-5d94-84f1-e315b85789fe,Nitesh Sarna,36,Motorcycle,2024-01-13,4.54
1914,DP-9b799750-319e-5526-a82c-f28667fc56bf,Banjeet Deol,10,Motorcycle,2026-04-11,4.91
1915,DP-a7a59ecb-1583-5ae0-a3d2-d716d81f6f06,Krisha Dugar,2,Electric Scooter,2023-09-11,4.35
1916,DP-9ebc9439-fe87-5747-b983-86349a39d789,Vidhi Buch,3,Motorcycle,2026-02-25,4.11
1917,DP-a44c8335-d38e-544f-bf40-d315af7f81a7,Abhimanyu Gola,15,Motorcycle,2023-02-09,4.88
1918,DP-3341d6bf-7917-53ad-812a-d1d3fb466ec9,Bhanumati Saha,19,Electric Scooter,2023-01-27,4.94
1919,DP-77eaabd1-a6e3-5986-a175-84cf5e3fbcd1,Jonathan Jhaveri,12,Motorcycle,2023-04-11,4.5
1920,DP-a720a9e0-4d2e-5564-a4a4-4b8d9c91c19f,Anika Virk,43,Motorcycle,2025-10-07,4.11
1921,DP-836b3ebd-79c0-518e-bf6a-42416346a865,Nisha Khare,9,Motorcycle,2023-11-25,3.96
1922,DP-7ed312cf-93c7-5e2c-837c-6c4322b3d05c,Baljiwan Gole,5,Motorcycle,2024-07-29,4.62
1923,DP-5654468d-d414-5d5a-9c54-57fc8c11a508,Gaurang Mitra,8,Motorcycle,2024-08-24,4.3
1924,DP-aebfcad0-8d7e-5875-86e4-420ce942af1b,Omya Agrawal,6,Motorcycle,2025-10-04,4.48
1925,DP-44392bca-5671-5dc8-8324-7e4deb91bbac,Rehaan Dalal,3,Motorcycle,2024-03-20,4.45
1926,DP-7fecd056-744b-5935-9430-d3fa2b5898d2,Janaki Zacharia,1,Motorcycle,2023-01-09,4.22
1927,DP-8e610c72-801d-5038-b655-f6e11bf95a08,Ucchal Joshi,5,Bicycle,2024-05-08,3.94
1928,DP-8c250f90-0a2d-5077-8e37-ec6b24c6c703,Chatresh Hari,18,Motorcycle,2024-01-03,4.36
1929,DP-9027bebd-8024-5569-8a6f-39ec095aa07f,Manthan Som,1,Motorcycle,2025-07-21,4.55
1930,DP-55d87642-c773-511a-80a9-fcd1538be830,Patrick Dutta,7,Bicycle,2025-08-16,4.57
1931,DP-91af17c6-7069-52be-bf35-eaa7472d5943,Chatura Patla,14,Motorcycle,2023-04-28,4.28
1932,DP-cd75bd78-e9a1-5b51-9cc5-9ddb504376ea,Shaurya Saran,13,Motorcycle,2025-10-08,4.93
1933,DP-6bd7212d-e933-5d94-a2be-af4c4955e31a,Gaurika Setty,22,Motorcycle,2023-03-31,4.14
1934,DP-9ceb9292-92d9-5cba-87ac-00bbbc4c0de1,Hemang Ben,25,Motorcycle,2025-03-01,3.67
1935,DP-22a15b88-150b-563c-b236-065e2556239e,Nakul Balakrishnan,18,Motorcycle,2024-05-11,4.84
1936,DP-548d47c4-7edc-5c52-9bbf-d1d58043bbe0,Yutika D’Alia,2,Motorcycle,2024-01-20,4.54
1937,DP-1f22e4b4-17cd-59cd-aa91-3a6b072fdac0,Wahab Saxena,8,Electric Scooter,2024-09-08,4.36
1938,DP-f168904b-d626-5a05-af00-32463eecb5d5,Oni Issac,12,Electric Scooter,2024-02-01,4.66
1939,DP-ce1b1996-03de-5bfb-8bc8-cd6218927b8d,Victor Choudhary,4,Motorcycle,2025-10-09,4.43
1940,DP-ad8b4bfc-c385-5afd-83d1-10ba42ccfb4d,Vedant Chaudhari,1,Motorcycle,2026-05-18,4.03
1941,DP-9cf223a6-1a58-5c8b-95d3-569848fc2c20,Nitara Iyengar,3,Electric Scooter,2025-11-06,4.06
1942,DP-43ecb95a-1f6c-5af4-ab35-a59b5f8ebf1b,Thomas Borah,8,Electric Scooter,2024-07-14,4.12
1943,DP-154fb3b2-0515-5654-9d0e-990242194543,Vedhika Bhagat,7,Motorcycle,2024-10-04,4.41
1944,DP-512194e9-a5dd-5b42-bba1-2757a44a2425,Maanav Kalita,3,Motorcycle,2024-07-24,4.32
1945,DP-3844cf97-8a39-58f4-9e0a-1bdf14076c01,Pranav Ram,26,Motorcycle,2025-10-09,4.83
1946,DP-e37ea83f-3493-5102-98b9-74cf68d6e9f6,Laban Shankar,39,Motorcycle,2024-12-05,4.31
1947,DP-1e771d7a-110b-574c-a760-38134ef784ea,Jagrati Madan,3,Motorcycle,2024-08-20,4.29
1948,DP-49520c21-fdb4-5fb9-b828-55a0af9edcaa,Gautami Datta,40,Motorcycle,2024-06-06,4.25
1949,DP-94c7a5a5-53a4-57fd-be36-cb429cb8db45,Darpan Mand,1,Motorcycle,2024-04-23,4.22
1950,DP-92b9dc55-f992-595e-b9a0-c55dadf5e394,Indrajit Shroff,39,Motorcycle,2024-12-06,4.23
1951,DP-99f1bc98-0372-583f-8ddf-38433b7268e3,Omya Garg,43,Motorcycle,2025-05-29,4.08
1952,DP-71a866fc-830c-566f-a2b3-96604721c1a4,Thomas Merchant,1,Motorcycle,2024-07-05,4.56
1953,DP-d058c905-a446-577a-842a-fcb127834a64,Onkar Karpe,21,Motorcycle,2025-10-26,4.45
1954,DP-c87f63b0-c264-5f29-8e2f-5ff45aecea58,Nisha Vig,46,Motorcycle,2025-11-20,4.44
1955,DP-63272b1e-146b-5a32-8bd8-af023a31d289,Tarak Solanki,36,Motorcycle,2024-07-01,3.97
1956,DP-2f8db0b4-2e58-5d12-8cc0-23d152b96702,Arya Atwal,46,Motorcycle,2026-03-05,4.63
1957,DP-df2190b9-d797-5370-82f3-5d71aa1e2709,Yatin Kota,10,Motorcycle,2023-08-09,4.67
1958,DP-9ac70090-5cf7-5d99-a7ed-f4d39be4d3df,Radha Kapadia,1,Motorcycle,2026-04-04,5.0
1959,DP-80d5350f-0593-5e8b-937e-76b2dcd422f1,Abdul Sahni,29,Motorcycle,2024-01-11,4.65
1960,DP-742051aa-58a5-55ba-91e7-a788196a6aef,Banjeet Singhal,13,Motorcycle,2024-12-21,5.0
1961,DP-d85bd362-867e-51cf-b872-7e8943032cfd,Pavani Wali,13,Motorcycle,2023-12-28,4.27
1962,DP-9afbc1ed-eaec-511f-8a25-9a7b13a3ec59,Varenya Chaudhari,7,Motorcycle,2024-07-18,5.0
1963,DP-5f824bc0-d9ec-5b1a-89e2-d447d24423f3,Warhi Khosla,11,Motorcycle,2024-03-09,4.66
1964,DP-7114970e-344f-5a80-b7fb-fff5f7f0dd37,Advik Ray,2,Bicycle,2025-06-18,4.61
1965,DP-561e3940-8f58-59bb-9e33-1b0f0d101f7f,Kevin Parmer,20,Motorcycle,2023-04-14,4.43
1966,DP-1ec58b63-b48f-5b3b-89fd-831a23b26609,William Chana,1,Motorcycle,2025-12-05,4.36
1967,DP-45a415b2-eea8-5c59-b16f-3e0bc8f3d1b6,Varsha Mody,19,Motorcycle,2026-02-27,4.29
1968,DP-034dbc7c-6596-51c1-86b2-f46cc91f5318,Tripti Bajwa,29,Motorcycle,2024-12-19,5.0
1969,DP-9485e042-b3c9-52d1-90e2-3a63762e101f,Ubika Devi,8,Bicycle,2024-11-29,4.42
1970,DP-8ea61e21-9368-5cec-a27e-a70550a40a26,Qasim Prabhakar,9,Motorcycle,2025-06-12,4.66
1971,DP-883c1bdb-084e-5995-8968-99bf2b2ff5fc,Aarav Bobal,5,Motorcycle,2023-09-12,4.74
1972,DP-2e01aa54-ea56-5ea0-9f27-65a75f13e753,Gaurangi Wali,46,Motorcycle,2025-08-14,4.73
1973,DP-560b2844-6ce9-5161-b6a6-2e3dd394314c,Chaman Sandhu,19,Bicycle,2023-10-07,4.56
1974,DP-f04c977b-3f6e-5596-a582-67f611efec0b,Sarthak Buch,6,Bicycle,2025-05-13,5.0
1975,DP-8000f92f-0cb8-59f5-9099-e90630a8db78,Christopher Varma,3,Motorcycle,2024-01-25,4.64
1976,DP-7e7939c4-90f2-5d50-9a80-314b0eddbabb,Charan Choudhry,3,Motorcycle,2025-08-10,4.29
1977,DP-c8f5fa95-c2d0-520d-81b2-5b64d15f35c6,Jasmit Shroff,8,Bicycle,2025-10-06,4.38
1978,DP-91dcfded-ea87-54fb-9c00-5b164a7bb61b,Jasmit Peri,41,Electric Scooter,2023-09-24,3.99
1979,DP-3c1dcf39-2851-528f-9f4e-3eec7a0589b5,Ekalinga Jayaraman,19,Motorcycle,2025-02-26,4.59
1980,DP-4c280346-c6f7-5c88-8248-11ce6d1f05ec,Gaurika Khare,3,Motorcycle,2024-09-27,4.69
1981,DP-c01c4377-143e-5784-9a32-dd848cffb638,Vanya Kadakia,30,Motorcycle,2024-01-11,4.72
1982,DP-3e19037d-0ef4-520c-8299-39d30405cec0,Ekani Pandit,6,Motorcycle,2025-01-20,4.66
1983,DP-84ea6059-8ebe-5ec2-8264-f0e782b00e37,Yahvi Sampath,30,Motorcycle,2026-06-20,4.43
1984,DP-436c9271-c04b-5d51-a5b2-ecdbb06bfae5,Chatura Bhatnagar,4,Motorcycle,2023-01-04,4.49
1985,DP-c66e3555-dae6-5fdc-a959-0a350a9c3b5c,Hemani Sethi,13,Motorcycle,2026-05-05,4.49
1986,DP-ff71ee82-dbd3-5fb1-b482-64d19a00856d,Yachana Vyas,39,Electric Scooter,2025-12-28,4.83
1987,DP-1adaaa05-e063-5edc-98ba-496b46390412,Upma Wali,4,Motorcycle,2024-11-06,3.87
1988,DP-46cac263-60fc-5837-bdba-b492a38755d7,Siya Pillai,17,Motorcycle,2025-02-17,4.34
1989,DP-c08b2577-2ccc-5d31-829a-bd6ae121b7a8,Raghav Shankar,48,Motorcycle,2024-04-16,4.16
1990,DP-9c919bc5-89bd-505e-99be-62405ba07591,Faris Raman,2,Motorcycle,2023-06-14,5.0
1991,DP-e29f563e-165c-552c-aebf-d3416fc9e04d,Bhavya Bose,2,Motorcycle,2024-12-30,4.9
1992,DP-41a8eb94-ad14-5cd1-8b24-a0300c9a2f2d,Nitesh Majumdar,16,Motorcycle,2025-11-07,4.35
1993,DP-e19e9846-9274-5507-a09a-9a488f31fcb1,Manbir Taneja,5,Motorcycle,2023-10-22,4.04
1994,DP-177042a9-0fa7-5cc9-b1bc-63ff54738b74,Samarth Verma,1,Motorcycle,2025-07-03,4.12
1995,DP-9932a0a4-8054-52d9-87db-17e684c5b3aa,Chaaya Saha,8,Motorcycle,2025-08-12,4.82
1996,DP-f676b5de-968e-56ce-beda-9a75d815755e,Urvi Palan,21,Motorcycle,2025-08-25,3.98
1997,DP-5bee46ac-e398-58f1-9d12-4f1c435b8c92,Sachi Bail,4,Motorcycle,2024-03-09,4.5
1998,DP-03efb301-216a-5c30-8cfc-73055a89a0b6,Ranbir Bhatnagar,5,Motorcycle,2024-05-15,4.76
1999,DP-7c643da1-cb0c-5a49-8280-46ad1b06dc85,Vincent Venkatesh,29,Motorcycle,2024-06-15,4.09
2000,DP-5788443d-ea87-59bb-8cd4-f7ac237e958b,Nisha Oza,9,Motorcycle,2025-12-25,4.49
2001,DP-0ca98d9a-1a99-5e96-b7a3-98d69c706959,Vedika Wagle,28,Motorcycle,2026-02-22,4.36
2002,DP-c61d4f54-262a-572c-9deb-912f44a86454,Tanvi Modi,7,Motorcycle,2024-06-12,4.32
2003,DP-3009b033-0c5e-5e81-8902-a1766735b681,Damini Garg,43,Motorcycle,2026-05-22,4.26
2004,DP-940cc258-3e28-5568-bfde-ad37a09da745,Utkarsh Sule,14,Motorcycle,2024-12-28,4.79
2005,DP-0f355e71-069b-5579-8760-71a97b7bd10d,Bhavya Batta,2,Bicycle,2024-05-06,4.98
2006,DP-a25e14b4-22f9-51be-b366-4fe031c72bb9,Ira Mane,34,Electric Scooter,2023-01-01,4.41
2007,DP-c57fa5cb-dc3a-5799-823f-b7e2553fddbb,Ojas Dyal,9,Motorcycle,2025-02-18,4.62
2008,DP-82953fa1-2bae-5b29-b8be-96d089aece66,Qabil Gill,2,Motorcycle,2025-04-02,4.5
2009,DP-058b8b7f-0aa7-54d5-9ebc-88e41f8eaf07,Neel Khanna,2,Motorcycle,2026-05-20,3.91
2010,DP-8fdbcb17-166e-5dbc-8390-99a72122410e,Benjamin Nadig,16,Motorcycle,2025-07-05,4.39
2011,DP-193d33cb-e9f9-5284-a90f-0d3e80b198f4,Ridhi Lad,1,Electric Scooter,2023-02-07,3.85
2012,DP-1b96c90d-0f14-5b7e-af54-1b76e62f3112,Qarin Jha,4,Motorcycle,2024-12-24,4.33
2013,DP-b1e336cd-306b-5561-9792-5ff9bf766806,Edhitha Padmanabhan,2,Motorcycle,2025-08-05,4.48
2014,DP-c6120603-60fe-563c-9ef9-ae23c2459fbd,Kashish Sen,7,Electric Scooter,2024-09-25,4.73
2015,DP-02f23260-0561-5d69-8519-8a5877f204ea,Charvi Dara,7,Bicycle,2024-07-01,4.58
2016,DP-12bd8b5f-5c6b-57c7-a4cd-9bab9e7c0bd2,Nidhi Tata,9,Bicycle,2025-10-30,4.8
2017,DP-b42d493e-0123-59e3-8470-d1b1e7d811b4,Tara Nagarajan,4,Electric Scooter,2025-02-19,4.21
2018,DP-2ae13c9c-dc4d-58b2-aca5-efad52e32ef4,Aayush Tripathi,1,Motorcycle,2025-05-19,4.93
2019,DP-990d1c81-627b-5799-a654-30e14ba6daa6,Chakrika Som,13,Motorcycle,2024-08-15,4.98
2020,DP-dc12670c-ae97-5587-9d10-f236f035c0fa,Manan Sathe,6,Motorcycle,2023-12-21,3.84
2021,DP-05e3882d-1122-5836-8d3c-53d90a08fb9d,Isaiah Srinivas,15,Motorcycle,2024-10-24,3.96
2022,DP-6b69c202-4ed0-5084-992c-28931d2a7438,Liam Dada,2,Bicycle,2026-05-08,4.48
2023,DP-c255fb5d-6372-50e1-ae39-0e93949282bb,Aryan Ratti,1,Motorcycle,2025-02-08,4.31
2024,DP-3a0bad78-9f31-56a2-8a7d-632919ac0c9e,Sanaya Parikh,4,Motorcycle,2025-06-21,4.36
2025,DP-027502f0-3022-5bcd-a6cb-c3f2dc50cb21,Eta Bhakta,8,Motorcycle,2023-06-08,4.58
2026,DP-6064e2fe-75b1-594f-8f10-407a56c62a93,Tristan Mall,6,Motorcycle,2026-06-14,4.82
2027,DP-8cc3b5c3-6029-5163-a5bc-d228dddca21f,Arin Chacko,25,Motorcycle,2023-11-09,4.2
2028,DP-dab4e1d3-6c2e-5393-b3f1-e97bf93e1784,Gagan Vala,6,Motorcycle,2026-05-24,4.88
2029,DP-6941d4dc-09a4-5a14-9dfa-31575cbd82d2,Robert Swaminathan,10,Motorcycle,2024-07-22,4.26
2030,DP-706403f4-22c0-5321-8ad6-d7a5b8641bfb,Yasti Bhalla,12,Motorcycle,2026-03-18,5.0
2031,DP-7239b772-55f5-54ca-8fe3-54d24d0401cf,Mitali Divan,1,Bicycle,2026-02-11,4.93
2032,DP-5995fec1-2e9f-57e8-9211-4de672ded6cd,Kala Raju,9,Motorcycle,2025-08-21,4.29
2033,DP-a4e7705f-91b5-5566-8438-e92a28493d32,Advik Mane,5,Motorcycle,2026-03-15,4.05
2034,DP-cc86113f-ce9c-5ac3-90a6-208da34f1eaa,Indali Morar,7,Motorcycle,2025-02-16,4.28
2035,DP-a263748a-c1c3-5acc-8278-eaaab908b9b9,Gagan Kale,2,Motorcycle,2025-12-19,4.24
2036,DP-98e6ccfe-4a1a-5973-8d8d-4ee7082e8d0c,Ojasvi Savant,23,Motorcycle,2023-08-08,4.69
2037,DP-f4e99e64-a2a3-52ce-a7ee-1a09af575c2b,Nihal Samra,41,Motorcycle,2023-03-31,3.85
2038,DP-756e99d9-3ad9-5c52-9766-8e60a3ff3a94,Liam Chadha,1,Motorcycle,2024-11-24,3.97
2039,DP-e298d346-90d0-5f2e-a7f8-44a18c69d1a4,Sarthak Mitter,12,Motorcycle,2025-10-30,4.68
2040,DP-a0eb61c4-b4b6-5171-ae24-7e1125ab2737,Gautami Bhatti,21,Electric Scooter,2025-09-03,4.22
2041,DP-e0532ad6-9d30-54d0-8520-55102975ddc9,Gaurang Ahuja,4,Motorcycle,2024-11-04,4.34
2042,DP-b2d35e3c-bd74-57cc-8684-86e0746d96a2,Anjali Sachdeva,23,Motorcycle,2024-10-26,4.76
2043,DP-a31c7eb9-ddb2-57da-b58d-52eb14c3a56c,Turvi Devan,14,Motorcycle,2025-02-17,4.83
2044,DP-151712af-3f29-543a-82e7-b6b6d93dbaa7,Quincy Raj,39,Motorcycle,2026-01-12,4.91
2045,DP-2b99f721-8788-5452-9ae3-938ff583e72c,Vritti Basak,47,Motorcycle,2025-12-10,4.73
2046,DP-b1d7e664-09ae-5ae3-8383-36763ef67fc2,Daksha Tak,1,Motorcycle,2023-05-20,4.42
2047,DP-16425204-d8ba-5298-9049-b83dd88a09ae,Udarsh Bala,7,Motorcycle,2025-01-30,4.39
2048,DP-0d0e5be5-8534-5ac5-a28f-c162259e447d,Mitesh Lala,10,Motorcycle,2024-05-01,4.36
2049,DP-d01aa5fe-f65c-555c-9dcc-b999034f4d06,Urmi Dash,2,Motorcycle,2025-10-17,4.09
2050,DP-bfd0ce25-c76c-5b6f-b7cb-a7eab1c13a97,Omisha Gola,5,Electric Scooter,2024-10-07,4.18
2051,DP-683360cc-28eb-5fc0-a142-cc00b78e0099,Yash Balakrishnan,48,Motorcycle,2026-06-18,4.86
2052,DP-f37d1bd5-b549-5743-8799-28f2ef4e52b2,Aradhana Tailor,1,Electric Scooter,2024-07-05,4.25
2053,DP-e9fd5793-6856-53f6-b87a-880f48f278bd,Janaki Srivastava,8,Electric Scooter,2025-05-16,4.1
2054,DP-497b90fe-abb0-551d-b425-c0f6da39962a,Aarna Soni,28,Motorcycle,2023-05-19,4.89
2055,DP-5abdc6cb-d570-5e18-911f-3630a45452e8,Kashvi Vala,5,Motorcycle,2026-04-04,4.01
2056,DP-cdc5962b-f4f9-53c6-bd69-f2824f6f4196,Aashi Gaba,8,Electric Scooter,2023-07-15,4.56
2057,DP-91b4d327-5ef0-56d2-bb66-1b9835439507,Madhav Nagarajan,47,Motorcycle,2024-04-27,3.78
2058,DP-4160026a-3359-5d24-8afb-fb74f2837bd6,Krishna Parikh,8,Electric Scooter,2025-12-04,5.0
2059,DP-8d8ff95a-0f08-5ae8-a8dd-2c9f2e1fe308,Chatresh Mahajan,2,Electric Scooter,2026-05-19,5.0
2060,DP-4d15d4ec-863d-549c-bd92-678944f9bf3b,Oni Parekh,1,Electric Scooter,2024-09-10,4.12
2061,DP-80ae39e0-0772-50d5-ae04-f32e596f14b9,Bimala Manne,42,Motorcycle,2024-09-10,4.45
2062,DP-3a5d130d-750d-5153-ba84-f0b4879d1008,Yoshita Hari,4,Bicycle,2023-03-04,4.16
2063,DP-0153e51d-22b2-51ce-998b-2272aca98451,Girindra Ganesh,9,Bicycle,2026-06-03,4.16
2064,DP-bc078dff-1b54-56ce-a0d9-bb4fddeff438,Diya Mitra,2,Motorcycle,2023-01-22,4.35
2065,DP-8a33bd31-9318-51aa-baaa-6a53d0da5870,Janani Char,7,Motorcycle,2023-02-03,4.7
2066,DP-ac14ad85-5fd6-5fc8-8cf2-343eefc6b7a9,Maanas Arya,40,Motorcycle,2024-08-27,4.7
2067,DP-eac50d18-b552-5a70-906c-d595e5996553,Zarna Manda,9,Motorcycle,2023-01-05,4.65
2068,DP-6988c4cf-2eb3-5bd9-8c2e-0da0ee2c88ac,Vedhika Sabharwal,46,Motorcycle,2023-07-29,4.42
2069,DP-e3574f2e-dea6-5769-89fb-c09746990f9b,Nicholas Chaudry,4,Motorcycle,2025-03-11,4.72
2070,DP-b39367bc-eb80-531b-a59e-e42cbc9a62e4,Mohammed Thakur,9,Motorcycle,2025-06-18,4.09
2071,DP-f8a921f2-070f-5960-9417-2cbe95d12acc,Raghav Vora,30,Motorcycle,2024-01-16,4.57
2072,DP-889abb57-f76a-5c0f-b4da-ae02fd040381,Omisha Sharma,8,Motorcycle,2025-10-11,4.5
2073,DP-bb36af75-88db-522e-a2f6-99ad581765c7,Jackson Deep,4,Electric Scooter,2025-02-14,4.4
2074,DP-faaf5f69-7421-549d-a344-2c71cade220b,Varsha Pall,30,Motorcycle,2023-10-19,4.58
2075,DP-219cba1e-1b9d-5801-8a66-8913fd4a07cb,Janani Dewan,6,Motorcycle,2025-06-28,3.82
2076,DP-97c41f0d-0a59-5fd7-893d-d80c0dbc3103,Hema Gera,10,Electric Scooter,2025-01-25,4.17
2077,DP-45924dd4-e537-5cee-a8f2-5951858aa7e5,Ayush Dani,46,Bicycle,2025-11-02,4.67
2078,DP-221e8015-c52b-5573-b55d-575ebb69a217,Kabir Dhar,3,Motorcycle,2023-07-17,4.49
2079,DP-a723f36b-6014-5214-904b-570f2d40bfc7,Damyanti Dass,5,Motorcycle,2023-10-22,3.99
2080,DP-8ba64f37-a338-5dee-9b1b-96c900f560d9,Kalpit Brar,1,Motorcycle,2024-01-23,4.48
2081,DP-86b41e06-9862-53ec-931e-c2deb612641f,Isaac Brahmbhatt,6,Motorcycle,2024-03-11,4.31
2082,DP-3e4fd85b-bf60-5107-aac8-ad351618d83a,Veda Sankar,3,Motorcycle,2026-02-08,4.87
2083,DP-1054f0e5-010d-5cf5-ab56-3c9f62def7b8,Ronith Chokshi,16,Motorcycle,2025-07-23,4.11
2084,DP-f2085183-2685-59a9-9100-d3d27ad4b1f7,Yochana Bhargava,3,Motorcycle,2024-11-25,4.12
2085,DP-36898c81-f041-57fb-8d23-f94f1c618fd7,Jagat Kulkarni,16,Motorcycle,2024-11-20,4.62
2086,DP-4ad017e2-7115-5426-a2ff-1adc8d90c848,Dominic Mitra,4,Motorcycle,2026-02-04,4.43
2087,DP-c6a58dbc-167f-56c9-bdd9-48654093c0b4,Gopal Dasgupta,6,Motorcycle,2024-07-24,4.42
2088,DP-fce2acfe-1b1b-5860-b2c0-d70773dd5ffd,Ryan Goyal,5,Bicycle,2023-10-15,5.0
2089,DP-2ea5ce26-bf7f-5330-9336-08216a24c1ae,Ayush Chana,18,Electric Scooter,2023-06-24,4.71
2090,DP-003a5848-e9c9-5ace-879f-fca365d86d77,Arunima Pall,8,Motorcycle,2024-02-26,4.38
2091,DP-b7d38472-d833-5b8c-8ce1-38078cb747fd,Naveen Tella,6,Electric Scooter,2025-04-13,3.96
2092,DP-92679218-1470-5f58-9e20-a5e2029a2c4d,Yashasvi Bir,30,Motorcycle,2024-08-23,4.36
2093,DP-4b881b18-72f5-56c1-aa50-92648301430a,Akshay Wadhwa,11,Electric Scooter,2024-06-22,4.08
2094,DP-5282b001-602e-5466-bf22-5b3898ec96a1,Rehaan Manda,3,Motorcycle,2024-09-04,4.19
2095,DP-bd653826-1633-5d69-a435-1519d5b151e6,Aayush Chaudhary,36,Motorcycle,2026-05-28,4.2
2096,DP-1f596c2f-fc19-5621-9a02-3c51d94e6938,Yamini Soman,5,Motorcycle,2026-06-26,4.84
2097,DP-71a09013-a651-59da-83b2-5dcbef245bfe,Qasim Sarraf,1,Motorcycle,2023-07-25,4.02
2098,DP-ceb6d494-39ad-52de-84af-f0abac4aac8a,Pratyush Pant,9,Motorcycle,2023-05-27,4.8
2099,DP-07c782c2-8ab9-523e-b230-10f683905476,Panini Kala,2,Motorcycle,2023-11-08,4.64
2100,DP-b3257c86-7912-5475-9560-bd0934c367ac,Nikita Chowdhury,4,Motorcycle,2025-12-23,4.63
2101,DP-fd045167-f75e-5aa5-82c2-28d79be51b39,Jatin Shukla,20,Motorcycle,2024-08-09,4.17
2102,DP-645daa95-1f21-5001-82c7-203dc220fb3d,Zinal Deshpande,2,Motorcycle,2026-01-07,4.75
2103,DP-4005f054-69bf-5afc-8b7f-a327d2d1deb1,Jalsa Mani,25,Bicycle,2025-04-05,3.54
2104,DP-40163408-5be1-5bc0-a52f-e419dcb63a52,Fitan Narang,41,Electric Scooter,2024-12-06,4.14
2105,DP-a462978c-c654-5ec2-8998-db1d619b3d90,Jack Rajan,12,Motorcycle,2023-12-26,4.99
2106,DP-3b59ab8d-6a71-5021-9278-e6d2031c808b,Tanmayi Muni,18,Motorcycle,2024-03-14,4.85
2107,DP-fdb2bd65-9138-5683-a3a2-a834520997bd,Upkaar Reddy,18,Motorcycle,2023-07-08,5.0
2108,DP-557fa4f3-f35d-5b3b-a7c7-d92fa434630b,Priya Gulati,49,Motorcycle,2024-10-24,4.5
2109,DP-cb8f4fb6-4f3c-5f38-9019-9cc07fa47cee,Vamakshi Pillai,5,Motorcycle,2023-12-24,4.43
2110,DP-5e201b23-13e6-584b-beb1-090a423ca7ed,Agastya Swamy,3,Electric Scooter,2024-01-09,4.35
2111,DP-0fe6a9b6-db51-5aac-8a5a-834af9207ae4,Meghana Sarma,9,Motorcycle,2023-02-20,5.0
2112,DP-29febc62-9492-5c1d-9208-14a0daaaa10e,Jagdish Dhar,10,Motorcycle,2025-10-16,4.69
2113,DP-596cc16b-aa1b-5261-81a9-e38ff0ffd1be,Nandini Chaudry,3,Electric Scooter,2026-04-13,4.08
2114,DP-706bb004-e17a-5e18-908a-8e61b636c0c2,Dhruv Patla,13,Motorcycle,2024-09-27,4.94
2115,DP-46629456-0d22-5284-ab4f-84ff535d44da,Hamsini Iyer,1,Motorcycle,2024-11-14,4.42
2116,DP-98758b37-6f8f-5cd3-bdc6-a9ee2fbf7c0f,Jason Kaul,39,Motorcycle,2026-03-27,3.66
2117,DP-e14ecf53-9f6b-532f-8a96-fb8a95845c9d,Xalak Mallick,4,Motorcycle,2024-10-14,4.24
2118,DP-1968521b-4063-5142-9590-54ea23c19214,Mugdha Parekh,1,Motorcycle,2025-03-05,4.85
2119,DP-e9c44d58-4025-5cba-b78f-92aac39e3ad8,Nidhi Sundaram,2,Motorcycle,2024-06-30,4.64
2120,DP-02f9d890-7657-5497-857e-a37bb1a3f6ba,Manan Sha,4,Bicycle,2024-10-18,4.71
2121,DP-a12dfbc2-2d6e-5582-b329-cc96aa4bc295,Jason Krishna,4,Electric Scooter,2024-10-27,4.94
2122,DP-5bcd102a-a9ff-5888-8e12-b24c9d875b07,Widisha Kashyap,1,Motorcycle,2025-06-26,3.91
2123,DP-3bd8d6c8-220a-5037-b3ce-650644014d85,Ayushman Chaudhary,4,Motorcycle,2025-02-09,4.24
2124,DP-dd26cd52-640b-56ee-b801-f41435a57e8e,Ekansh Tara,3,Motorcycle,2024-10-05,4.5
2125,DP-e89d1467-4594-5829-97de-8f075884de74,Praneel Raja,6,Electric Scooter,2023-04-07,4.86
2126,DP-024e11c6-bdb6-5f17-81d6-c8eec4ee0367,Michael Mitter,6,Electric Scooter,2026-02-28,4.14
2127,DP-c35830cd-f478-518d-bf2f-af188d4ede3c,Faraj Venkatesh,5,Motorcycle,2026-02-07,4.37
2128,DP-11130c30-018b-548e-88e5-bd83ff4d933f,Unnati Jaggi,5,Motorcycle,2023-08-24,4.48
2129,DP-5f294233-468f-52ec-9e7a-bf20ea86fb36,Widisha Swaminathan,2,Motorcycle,2024-01-10,4.22
2130,DP-907727ef-6c3e-5a43-91f4-21f7564bf447,Hemal Zachariah,1,Motorcycle,2026-05-26,4.48
2131,DP-742748ba-d4ac-57b3-a439-82017282b988,Azad Sani,3,Electric Scooter,2024-02-14,4.43
2132,DP-2c0307ba-48dd-5571-936a-387d2f91b746,Leela Sengupta,21,Motorcycle,2025-11-02,4.3
2133,DP-491ceb9e-7f81-5ffe-9d9c-2e116b2cbfa7,Krisha Savant,49,Motorcycle,2025-09-29,4.75
2134,DP-f1b24844-2163-5360-b4c4-ead52c713714,Balendra Bali,39,Motorcycle,2026-01-03,4.68
2135,DP-c6eb6595-7f00-5d3d-a371-0428ae4c519c,Chavvi Gala,9,Motorcycle,2023-01-21,4.77
2136,DP-c4855bea-1636-5c8d-a24e-d2d22ef9eca6,Raagini Desai,10,Electric Scooter,2024-09-08,4.8
